subor,nastroj,cas_vykonania,pocet_chyb,vystup
./media/album.py,flake8,2025-03-13T14:05:10.270434,0,
./media/album.py,mypy,2025-03-13T14:05:10.470093,12,"media/album.py:21: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
media/album.py:21: note: Possible overload variants:
media/album.py:21: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
media/album.py:21: note:     def [_T] dataclass(type[_T], /) -> type[_T]
media/album.py:21: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
media/album.py:46: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
media/album.py:46: note: Possible overload variants:
media/album.py:46: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
media/album.py:46: note:     def [_T] dataclass(type[_T], /) -> type[_T]
media/album.py:46: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
media/album.py:53: error: X | Y syntax for unions requires Python 3.10  [syntax]
Found 3 errors in 1 file (checked 1 source file)"
./media/artist.py,pylint,2025-03-13T14:05:11.018368,9,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.media.artist
media/artist.py:23:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
media/artist.py:177:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
media/artist.py:184:31: E1131: unsupported operand type(s) for | (unsupported-binary-operation)

------------------------------------------------------------------
Your code has been rated at 8.73/10 (previous run: 8.73/10, +0.00)"
./media/artist.py,pyflakes,2025-03-13T14:05:13.929607,0,
./media/artist.py,flake8,2025-03-13T14:05:14.039223,5,"./media/artist.py:69:17: W503 line break before binary operator
./media/artist.py:70:17: W503 line break before binary operator
./media/artist.py:71:17: W503 line break before binary operator
./media/artist.py:72:17: W503 line break before binary operator
./media/artist.py:174:31: E203 whitespace before ':'"
./media/artist.py,mypy,2025-03-13T14:05:14.245657,18,"media/artist.py:23: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
media/artist.py:23: note: Possible overload variants:
media/artist.py:23: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
media/artist.py:23: note:     def [_T] dataclass(type[_T], /) -> type[_T]
media/artist.py:23: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
media/artist.py:54: error: X | Y syntax for unions requires Python 3.10  [syntax]
media/artist.py:91: error: Incompatible types in assignment (expression has type ""filter[Album]"", variable has type ""list[Album]"")  [assignment]
media/artist.py:93: error: Incompatible types in assignment (expression has type ""filter[Album]"", variable has type ""list[Album]"")  [assignment]
media/artist.py:95: error: Incompatible types in assignment (expression has type ""filter[Album]"", variable has type ""list[Album]"")  [assignment]
media/artist.py:97: error: Incompatible types in assignment (expression has type ""filter[Album]"", variable has type ""list[Album]"")  [assignment]
media/artist.py:132: error: Incompatible types in assignment (expression has type ""Union[int, float]"", variable has type ""int"")  [assignment]
media/artist.py:177: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
media/artist.py:177: note: Possible overload variants:
media/artist.py:177: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
media/artist.py:177: note:     def [_T] dataclass(type[_T], /) -> type[_T]
media/artist.py:177: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
media/artist.py:184: error: X | Y syntax for unions requires Python 3.10  [syntax]
Found 9 errors in 1 file (checked 1 source file)"
./media/artwork.py,pylint,2025-03-13T14:05:14.797268,9,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.media.artwork
media/artwork.py:6:0: E0401: Unable to import 'aiohttp' (import-error)
media/artwork.py:33:11: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
media/artwork.py:33:23: E1131: unsupported operand type(s) for | (unsupported-binary-operation)

------------------------------------------------------------------
Your code has been rated at 7.79/10 (previous run: 7.79/10, +0.00)"
./media/artwork.py,pyflakes,2025-03-13T14:05:17.658842,0,
./media/artwork.py,flake8,2025-03-13T14:05:17.761086,0,
./media/artwork.py,mypy,2025-03-13T14:05:17.966686,11,"media/artwork.py:33: error: X | Y syntax for unions requires Python 3.10  [syntax]
media/artwork.py:69: error: CoverEntry? object is not iterable  [misc]
media/artwork.py:70: error: Cannot determine type of ""saved_cover_path""  [has-type]
media/artwork.py:72: error: Cannot determine type of ""l_url""  [has-type]
media/artwork.py:74: error: Cannot determine type of ""l_url""  [has-type]
media/artwork.py:80: error: CoverEntry? object is not iterable  [misc]
media/artwork.py:81: error: Cannot determine type of ""embed_cover_path""  [has-type]
media/artwork.py:82: error: Cannot determine type of ""embed_url""  [has-type]
media/artwork.py:86: error: Cannot determine type of ""embed_url""  [has-type]
media/artwork.py:88: error: Cannot determine type of ""embed_url""  [has-type]
Found 10 errors in 1 file (checked 1 source file)"
./media/label.py,pylint,2025-03-13T14:05:18.526267,9,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.media.label
media/label.py:17:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
media/label.py:58:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
media/label.py:65:31: E1131: unsupported operand type(s) for | (unsupported-binary-operation)

------------------------------------------------------------------
Your code has been rated at 7.12/10 (previous run: 7.12/10, +0.00)"
./media/label.py,pyflakes,2025-03-13T14:05:21.099464,0,
./media/label.py,flake8,2025-03-13T14:05:21.216615,1,./media/label.py:55:31: E203 whitespace before ':'
./media/label.py,mypy,2025-03-13T14:05:21.412009,12,"media/label.py:17: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
media/label.py:17: note: Possible overload variants:
media/label.py:17: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
media/label.py:17: note:     def [_T] dataclass(type[_T], /) -> type[_T]
media/label.py:17: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
media/label.py:58: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
media/label.py:58: note: Possible overload variants:
media/label.py:58: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
media/label.py:58: note:     def [_T] dataclass(type[_T], /) -> type[_T]
media/label.py:58: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
media/label.py:65: error: X | Y syntax for unions requires Python 3.10  [syntax]
Found 3 errors in 1 file (checked 1 source file)"
./media/media.py,pylint,2025-03-13T14:05:21.958663,7,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.media.media
media/media.py:30:31: E1131: unsupported operand type(s) for | (unsupported-binary-operation)

------------------------------------------------------------------
Your code has been rated at 6.67/10 (previous run: 6.67/10, +0.00)"
./media/media.py,pyflakes,2025-03-13T14:05:22.513007,0,
./media/media.py,flake8,2025-03-13T14:05:22.620608,0,
./media/media.py,mypy,2025-03-13T14:05:22.828753,2,"media/media.py:30: error: X | Y syntax for unions requires Python 3.10  [syntax]
Found 1 error in 1 file (checked 1 source file)"
./media/playlist.py,pylint,2025-03-13T14:05:23.377976,22,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.media.playlist
media/playlist.py:10:0: E0401: Unable to import 'aiohttp' (import-error)
media/playlist.py:11:0: E0401: Unable to import 'rich.text' (import-error)
media/playlist.py:34:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
media/playlist.py:44:31: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
media/playlist.py:95:68: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
media/playlist.py:106:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
media/playlist.py:142:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
media/playlist.py:149:31: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
media/playlist.py:181:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
media/playlist.py:185:21: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
media/playlist.py:189:5: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
media/playlist.py:206:31: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
media/playlist.py:226:36: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
media/playlist.py:234:32: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
media/playlist.py:270:15: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
media/playlist.py:390:15: E1131: unsupported operand type(s) for | (unsupported-binary-operation)

------------------------------------------------------------------
Your code has been rated at 6.31/10 (previous run: 6.31/10, +0.00)"
./media/playlist.py,pyflakes,2025-03-13T14:05:26.702154,0,
./media/playlist.py,flake8,2025-03-13T14:05:26.824955,1,./media/playlist.py:139:31: E203 whitespace before ':'
./media/playlist.py,mypy,2025-03-13T14:05:27.069970,37,"media/playlist.py:34: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
media/playlist.py:34: note: Possible overload variants:
media/playlist.py:34: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
media/playlist.py:34: note:     def [_T] dataclass(type[_T], /) -> type[_T]
media/playlist.py:34: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
media/playlist.py:44: error: X | Y syntax for unions requires Python 3.10  [syntax]
media/playlist.py:95: error: X | Y syntax for unions requires Python 3.10  [syntax]
media/playlist.py:106: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
media/playlist.py:106: note: Possible overload variants:
media/playlist.py:106: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
media/playlist.py:106: note:     def [_T] dataclass(type[_T], /) -> type[_T]
media/playlist.py:106: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
media/playlist.py:142: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
media/playlist.py:142: note: Possible overload variants:
media/playlist.py:142: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
media/playlist.py:142: note:     def [_T] dataclass(type[_T], /) -> type[_T]
media/playlist.py:142: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
media/playlist.py:149: error: X | Y syntax for unions requires Python 3.10  [syntax]
media/playlist.py:181: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
media/playlist.py:181: note: Possible overload variants:
media/playlist.py:181: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
media/playlist.py:181: note:     def [_T] dataclass(type[_T], /) -> type[_T]
media/playlist.py:181: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
media/playlist.py:185: error: X | Y syntax for unions requires Python 3.10  [syntax]
media/playlist.py:189: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
media/playlist.py:189: note: Possible overload variants:
media/playlist.py:189: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
media/playlist.py:189: note:     def [_T] dataclass(type[_T], /) -> type[_T]
media/playlist.py:189: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
media/playlist.py:206: error: X | Y syntax for unions requires Python 3.10  [syntax]
media/playlist.py:226: error: X | Y syntax for unions requires Python 3.10  [syntax]
media/playlist.py:234: error: Name ""results"" already defined on line 226  [no-redef]
media/playlist.py:234: error: X | Y syntax for unions requires Python 3.10  [syntax]
media/playlist.py:270: error: X | Y syntax for unions requires Python 3.10  [syntax]
media/playlist.py:342: note: By default the bodies of untyped functions are not checked, consider using --check-untyped-defs  [annotation-unchecked]
media/playlist.py:390: error: X | Y syntax for unions requires Python 3.10  [syntax]
Found 15 errors in 1 file (checked 1 source file)"
./media/semaphore.py,pylint,2025-03-13T14:05:27.610004,8,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.media.semaphore
media/semaphore.py:7:19: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
media/semaphore.py:10:53: E1131: unsupported operand type(s) for | (unsupported-binary-operation)

------------------------------------------------------------------
Your code has been rated at 4.44/10 (previous run: 4.44/10, +0.00)"
./media/semaphore.py,pyflakes,2025-03-13T14:05:29.979430,0,
./media/semaphore.py,flake8,2025-03-13T14:05:30.083224,0,
./media/semaphore.py,mypy,2025-03-13T14:05:30.273246,3,"media/semaphore.py:7: error: X | Y syntax for unions requires Python 3.10  [syntax]
media/semaphore.py:10: error: X | Y syntax for unions requires Python 3.10  [syntax]
Found 2 errors in 1 file (checked 1 source file)"
./media/track.py,pylint,2025-03-13T14:05:30.806412,14,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.media.track
media/track.py:21:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
media/track.py:28:16: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
media/track.py:113:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
media/track.py:122:16: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
media/track.py:124:31: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
media/track.py:174:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
media/track.py:187:31: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
media/track.py:260:68: E1131: unsupported operand type(s) for | (unsupported-binary-operation)

------------------------------------------------------------------
Your code has been rated at 7.45/10 (previous run: 7.45/10, +0.00)"
./media/track.py,pyflakes,2025-03-13T14:05:33.936972,0,
./media/track.py,flake8,2025-03-13T14:05:34.043490,0,
./media/track.py,mypy,2025-03-13T14:05:34.265971,21,"media/track.py:21: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
media/track.py:21: note: Possible overload variants:
media/track.py:21: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
media/track.py:21: note:     def [_T] dataclass(type[_T], /) -> type[_T]
media/track.py:21: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
media/track.py:28: error: X | Y syntax for unions requires Python 3.10  [syntax]
media/track.py:113: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
media/track.py:113: note: Possible overload variants:
media/track.py:113: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
media/track.py:113: note:     def [_T] dataclass(type[_T], /) -> type[_T]
media/track.py:113: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
media/track.py:122: error: X | Y syntax for unions requires Python 3.10  [syntax]
media/track.py:124: error: X | Y syntax for unions requires Python 3.10  [syntax]
media/track.py:174: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
media/track.py:174: note: Possible overload variants:
media/track.py:174: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
media/track.py:174: note:     def [_T] dataclass(type[_T], /) -> type[_T]
media/track.py:174: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
media/track.py:187: error: X | Y syntax for unions requires Python 3.10  [syntax]
media/track.py:260: error: X | Y syntax for unions requires Python 3.10  [syntax]
Found 8 errors in 1 file (checked 1 source file)"
./metadata/__init__.py,pylint,2025-03-13T14:05:34.800911,5,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)

--------------------------------------------------------------------
Your code has been rated at 10.00/10 (previous run: 10.00/10, +0.00)"
./metadata/__init__.py,pyflakes,2025-03-13T14:05:36.100092,0,
./metadata/__init__.py,flake8,2025-03-13T14:05:36.207479,0,
./metadata/__init__.py,mypy,2025-03-13T14:05:36.405373,1,Success: no issues found in 1 source file
./metadata/album.py,pylint,2025-03-13T14:05:36.941704,8,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.metadata.album
metadata/album.py:21:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
metadata/album.py:33:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)

------------------------------------------------------------------
Your code has been rated at 9.56/10 (previous run: 9.56/10, +0.00)"
./metadata/album.py,pyflakes,2025-03-13T14:05:38.368935,0,
./metadata/album.py,flake8,2025-03-13T14:05:38.497030,2,"./metadata/album.py:80:1: W293 blank line contains whitespace
./metadata/album.py:110:13: W503 line break before binary operator"
./metadata/album.py,mypy,2025-03-13T14:05:38.765685,20,"metadata/album.py:21: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
metadata/album.py:21: note: Possible overload variants:
metadata/album.py:21: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
metadata/album.py:21: note:     def [_T] dataclass(type[_T], /) -> type[_T]
metadata/album.py:21: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
metadata/album.py:33: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
metadata/album.py:33: note: Possible overload variants:
metadata/album.py:33: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
metadata/album.py:33: note:     def [_T] dataclass(type[_T], /) -> type[_T]
metadata/album.py:33: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
metadata/album.py:119: error: Unsupported left operand type for | (""type[int]"")  [operator]
metadata/album.py:122: error: Unsupported left operand type for | (""type[list[_T]]"")  [operator]
metadata/album.py:230: error: Unsupported left operand type for | (""type[str]"")  [operator]
metadata/album.py:232: error: Unsupported left operand type for | (""type[str]"")  [operator]
metadata/album.py:237: error: Unsupported left operand type for | (""type[str]"")  [operator]
metadata/album.py:238: error: Unsupported left operand type for | (""type[str]"")  [operator]
metadata/album.py:241: error: Unsupported left operand type for | (""type[str]"")  [operator]
metadata/album.py:244: error: Unsupported left operand type for | (""type[str]"")  [operator]
metadata/album.py:381: error: Unsupported left operand type for | (""type[str]"")  [operator]
Found 11 errors in 1 file (checked 1 source file)"
./metadata/artist.py,pylint,2025-03-13T14:05:39.332144,7,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.metadata.artist
metadata/artist.py:9:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)

------------------------------------------------------------------
Your code has been rated at 7.22/10 (previous run: 7.22/10, +0.00)"
./metadata/artist.py,pyflakes,2025-03-13T14:05:40.016866,0,
./metadata/artist.py,flake8,2025-03-13T14:05:40.117602,0,
./metadata/artist.py,mypy,2025-03-13T14:05:40.310042,6,"metadata/artist.py:9: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
metadata/artist.py:9: note: Possible overload variants:
metadata/artist.py:9: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
metadata/artist.py:9: note:     def [_T] dataclass(type[_T], /) -> type[_T]
metadata/artist.py:9: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
Found 1 error in 1 file (checked 1 source file)"
./metadata/covers.py,pylint,2025-03-13T14:05:40.847730,10,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.metadata.covers
metadata/covers.py:6:28: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
metadata/covers.py:6:40: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
metadata/covers.py:18:40: E1131: unsupported operand type(s) for | (unsupported-binary-operation)
metadata/covers.py:18:58: E1131: unsupported operand type(s) for | (unsupported-binary-operation)

------------------------------------------------------------------
Your code has been rated at 7.62/10 (previous run: 7.62/10, +0.00)"
./metadata/covers.py,pyflakes,2025-03-13T14:05:41.401007,0,
./metadata/covers.py,flake8,2025-03-13T14:05:41.512323,1,./metadata/covers.py:106:46: E203 whitespace before ':'
./metadata/covers.py,mypy,2025-03-13T14:05:41.730415,33,"metadata/covers.py:6: error: Type expected within [...]  [misc]
metadata/covers.py:6: error: Invalid type alias: expression is not a valid type  [valid-type]
metadata/covers.py:6: error: Unsupported left operand type for | (""type[str]"")  [operator]
metadata/covers.py:7: error: Variable ""streamrip.metadata.covers.Covers.CoverEntry"" is not valid as a type  [valid-type]
metadata/covers.py:7: note: See https://mypy.readthedocs.io/en/stable/common_issues.html#variables-vs-type-aliases
metadata/covers.py:18: error: X | Y syntax for unions requires Python 3.10  [syntax]
metadata/covers.py:38: error: CoverEntry? object is not iterable  [misc]
metadata/covers.py:38: error: Cannot determine type of ""url""  [has-type]
metadata/covers.py:41: error: CoverEntry? object is not iterable  [misc]
metadata/covers.py:42: error: Cannot determine type of ""url""  [has-type]
metadata/covers.py:43: error: Cannot determine type of ""size""  [has-type]
metadata/covers.py:43: error: Cannot determine type of ""url""  [has-type]
metadata/covers.py:49: error: CoverEntry? object is not iterable  [misc]
metadata/covers.py:50: error: Cannot determine type of ""url""  [has-type]
metadata/covers.py:52: error: Variable ""streamrip.metadata.covers.Covers.CoverEntry"" is not valid as a type  [valid-type]
metadata/covers.py:52: note: See https://mypy.readthedocs.io/en/stable/common_issues.html#variables-vs-type-aliases
metadata/covers.py:53: error: CoverEntry? object is not iterable  [misc]
metadata/covers.py:54: error: Cannot determine type of ""u""  [has-type]
metadata/covers.py:55: error: Cannot determine type of ""s""  [has-type]
metadata/covers.py:55: error: Cannot determine type of ""u""  [has-type]
metadata/covers.py:55: error: Cannot determine type of ""p""  [has-type]
metadata/covers.py:100: error: Variable ""streamrip.metadata.covers.Covers.CoverEntry"" is not valid as a type  [valid-type]
metadata/covers.py:100: note: See https://mypy.readthedocs.io/en/stable/common_issues.html#variables-vs-type-aliases
metadata/covers.py:102: error: CoverEntry? object is not iterable  [misc]
metadata/covers.py:103: error: Cannot determine type of ""url""  [has-type]
metadata/covers.py:104: error: Cannot determine type of ""url""  [has-type]
metadata/covers.py:104: error: Cannot determine type of ""path""  [has-type]
metadata/covers.py:106: error: CoverEntry? object is not iterable  [misc]
metadata/covers.py:107: error: Cannot determine type of ""u""  [has-type]
metadata/covers.py:108: error: Cannot determine type of ""s""  [has-type]
metadata/covers.py:108: error: Cannot determine type of ""u""  [has-type]
metadata/covers.py:108: error: Cannot determine type of ""p""  [has-type]
Found 29 errors in 1 file (checked 1 source file)"
./metadata/label.py,pylint,2025-03-13T14:05:42.293439,7,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.metadata.label
metadata/label.py:9:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)

------------------------------------------------------------------
Your code has been rated at 7.22/10 (previous run: 7.22/10, +0.00)"
./metadata/label.py,pyflakes,2025-03-13T14:05:42.961885,0,
./metadata/label.py,flake8,2025-03-13T14:05:43.068396,0,
./metadata/label.py,mypy,2025-03-13T14:05:43.258453,6,"metadata/label.py:9: error: No overload variant of ""dataclass"" matches argument type ""bool""  [call-overload]
metadata/label.py:9: note: Possible overload variants:
metadata/label.py:9: note:     def dataclass(None, /) -> Callable[[type[_T]], type[_T]]
metadata/label.py:9: note:     def [_T] dataclass(type[_T], /) -> type[_T]
metadata/label.py:9: note:     def dataclass(*, init: bool = ..., repr: bool = ..., eq: bool = ..., order: bool = ..., unsafe_hash: bool = ..., frozen: bool = ...) -> Callable[[type[_T]], type[_T]]
Found 1 error in 1 file (checked 1 source file)"
./metadata/playlist.py,pylint,2025-03-13T14:05:43.816170,8,"************* Module /home/tomas/Stiahnuté/streamrip/.pylintrc
.pylintrc:1:0: F0011: error while parsing the configuration: While reading from '/home/tomas/Stiahnuté/streamrip/.pylintrc' [line 417]: section 'MESSAGES CONTROL' already exists (config-parse-error)
************* Module streamrip.metadata.playlist
metadata/playlist.py:43:1: E1123: Unexpected keyword argument 'slots' in function call (unexpected-keyword-arg)
metadata/playlist.py:46:12: E1131: unsupported operand type(s) for | (unsupported-binary-operation)

------------------------------------------------------------------
Your code has been rated at 8.59/10 (previous run: 8.59/10, +0.00)"
./metadata/playlist.py,pyflakes,2025-03-13T14:05:44.825475,0,
./metadata/playlist.py,flake8,2025-03-13T14:05:44.941988,0,
